CID;Tipo;BTS Name;Direccion;Latitud;Gra;Min;Seg;Longitud;Gra;Min;Seg;Altura;Vector;Tilt;Region
3525;GSM;BOG.La Manuelita_B;Calle 128 No. 89A - 34;4,722430000;4;43;20,75;-74,088920000;-74;5;20,11;24;188;5;Oriente
3526;GSM;BOG.La Manuelita_C;Calle 128 No. 89A - 34;4,722430000;4;43;20,75;-74,088920000;-74;5;20,11;24;264;4;Oriente
3531;GSM;BOG.Quiroga_1;Carrera 23 C No. 36 - 41 Sur Barrio Quiroga;4,580670000;4;34;50,41;-74,118900000;-74;7;8,04;26;355;7;Oriente
3532;GSM;BOG.Quiroga_2;Carrera 23 C No. 36 - 41 Sur Barrio Quiroga;4,580670000;4;34;50,41;-74,118900000;-74;7;8,04;26;155;7;Oriente
3533;GSM;BOG.Quiroga_3;Carrera 23 C No. 36 - 41 Sur Barrio Quiroga;4,580670000;4;34;50,41;-74,118900000;-74;7;8,04;26;225;9;Oriente
3534;GSM;BOG.Quiroga_A;Carrera 23 C No. 36 - 41 Sur Barrio Quiroga;4,580670000;4;34;50,41;-74,118900000;-74;7;8,04;26;355;5;Oriente
3535;GSM;BOG.Quiroga_B;Carrera 23 C No. 36 - 41 Sur Barrio Quiroga;4,580670000;4;34;50,41;-74,118900000;-74;7;8,04;26;155;5;Oriente
3536;GSM;BOG.Quiroga_C;Carrera 23 C No. 36 - 41 Sur Barrio Quiroga;4,580670000;4;34;50,41;-74,118900000;-74;7;8,04;26;225;7;Oriente
3541;GSM;BOG.Terminal-2_1;Diagonal 23 No. 69 - 60;4,655650000;4;39;20,34;-74,114300000;-74;6;51,48;28;40;7;Oriente
3542;GSM;BOG.Terminal-2_2;Diagonal 23 No. 69 - 60;4,655650000;4;39;20,34;-74,114300000;-74;6;51,48;28;140;7;Oriente
3543;GSM;BOG.Terminal-2_3;Diagonal 23 No. 69 - 60;4,655650000;4;39;20,34;-74,114300000;-74;6;51,48;28;230;15;Oriente
3544;GSM;BOG.Terminal-2_A;Diagonal 23 No. 69 - 60;4,655650000;4;39;20,34;-74,114300000;-74;6;51,48;28;40;6;Oriente
3545;GSM;BOG.Terminal-2_B;Diagonal 23 No. 69 - 60;4,655650000;4;39;20,34;-74,114300000;-74;6;51,48;28;140;6;Oriente
3546;GSM;BOG.Terminal-2_C;Diagonal 23 No. 69 - 60;4,655650000;4;39;20,34;-74,114300000;-74;6;51,48;28;230;14;Oriente
3551;GSM;BOG.Compartir_1;Calle 142C Bis No. 138A - 17 - Suba;4,748830000;4;44;55,79;-74,113110000;-74;6;47,20;30;30;7;Oriente
3552;GSM;BOG.Compartir_2;Calle 142C Bis No. 138A - 17 - Suba;4,748830000;4;44;55,79;-74,113110000;-74;6;47,20;30;145;7;Oriente
3553;GSM;BOG.Compartir_3;Calle 142C Bis No. 138A - 17 - Suba;4,748830000;4;44;55,79;-74,113110000;-74;6;47,20;30;280;5;Oriente
3554;GSM;BOG.Compartir_A;Calle 142C Bis No. 138A - 17 - Suba;4,748830000;4;44;55,79;-74,113110000;-74;6;47,20;30;30;5;Oriente
3555;GSM;BOG.Compartir_B;Calle 142C Bis No. 138A - 17 - Suba;4,748830000;4;44;55,79;-74,113110000;-74;6;47,20;30;145;4;Oriente
3556;GSM;BOG.Compartir_C;Calle 142C Bis No. 138A - 17 - Suba;4,748830000;4;44;55,79;-74,113110000;-74;6;47,20;30;280;2;Oriente
3561;GSM;BOG.Cafam AutoNorte_1;Calle 215 No. 48 - 00;4,792520000;4;47;33,07;-74,040890000;-74;2;27,20;44;8;3;Oriente
3562;GSM;BOG.Cafam AutoNorte_2;Calle 215 No. 48 - 00;4,792520000;4;47;33,07;-74,040890000;-74;2;27,20;44;90;5;Oriente
3563;GSM;BOG.Cafam AutoNorte_3;Calle 215 No. 48 - 00;4,792520000;4;47;33,07;-74,040890000;-74;2;27,20;44;190;7;Oriente
3564;GSM;BOG.Cafam AutoNorte_A;Calle 215 No. 48 - 00;4,792520000;4;47;33,07;-74,040890000;-74;2;27,20;45;8;3;Oriente
3565;GSM;BOG.Cafam AutoNorte_B;Calle 215 No. 48 - 00;4,792520000;4;47;33,07;-74,040890000;-74;2;27,20;45;90;4;Oriente
3566;GSM;BOG.Cafam AutoNorte_C;Calle 215 No. 48 - 00;4,792520000;4;47;33,07;-74,040890000;-74;2;27,20;45;190;5;Oriente
3571;GSM;CUN.Peaje Calle 13_1;Carretera Central Occ Km 15;4,700890000;4;42;3,20;-74,185800000;-74;11;8,88;44;5;3;Oriente
3572;GSM;CUN.Peaje Calle 13_2;Carretera Central Occ Km 15;4,700890000;4;42;3,20;-74,185800000;-74;11;8,88;44;110;8;Oriente
3573;GSM;CUN.Peaje Calle 13_3;Carretera Central Occ Km 15;4,700890000;4;42;3,20;-74,185800000;-74;11;8,88;44;275;4;Oriente
3574;GSM;CUN.Peaje Calle 13_A;Carretera Central Occ Km 15;4,700890000;4;42;3,20;-74,185800000;-74;11;8,88;44;5;3;Oriente
3575;GSM;CUN.Peaje Calle 13_B;Carretera Central Occ Km 15;4,700890000;4;42;3,20;-74,185800000;-74;11;8,88;44;110;6;Oriente
3576;GSM;CUN.Peaje Calle 13_C;Carretera Central Occ Km 15;4,700890000;4;42;3,20;-74,185800000;-74;11;8,88;44;275;5;Oriente
3581;GSM;BOG.Santa Teresita_1;Carrera 20 No. 44 - 40;4,632930000;4;37;58,55;-74,072360000;-74;4;20,50;30;0;7;Oriente
3582;GSM;BOG.Santa Teresita_2;Carrera 20 No. 44 - 40;4,632930000;4;37;58,55;-74,072360000;-74;4;20,50;30;185;7;Oriente
3583;GSM;BOG.Santa Teresita_3;Carrera 20 No. 44 - 40;4,632930000;4;37;58,55;-74,072360000;-74;4;20,50;30;280;7;Oriente
3584;GSM;BOG.Santa Teresita_A;Carrera 20 No. 44 - 40;4,632930000;4;37;58,55;-74,072360000;-74;4;20,50;30;0;6;Oriente
3585;GSM;BOG.Santa Teresita_B;Carrera 20 No. 44 - 40;4,632930000;4;37;58,55;-74,072360000;-74;4;20,50;30;185;6;Oriente
3586;GSM;BOG.Santa Teresita_C;Carrera 20 No. 44 - 40;4,632930000;4;37;58,55;-74,072360000;-74;4;20,50;30;280;6;Oriente
3591;GSM;BOG.Corferias-2_A;Corferias;4,630150000;4;37;48,54;-74,090700000;-74;5;26,52;10;145;4;Oriente
3601;GSM;CUN.Via Calera_1;Calle 100B No. 8 - 09 E, Lote 12 Mz C;4,670250000;4;40;12,90;-74,019555500;-74;1;10,40;30;30;15;Oriente
3602;GSM;CUN.Via Calera_2;Calle 100B No. 8 - 09 E, Lote 12 Mz C;4,670250000;4;40;12,90;-74,019555500;-74;1;10,40;30;120;3;Oriente
3603;GSM;CUN.Via Calera_3;Calle 100B No. 8 - 09 E, Lote 12 Mz C;4,670250000;4;40;12,90;-74,019555500;-74;1;10,40;30;220;5;Oriente
3604;GSM;CUN.Via Calera_A;Calle 100B No. 8 - 09 E, Lote 12 Mz C;4,670250000;4;40;12,90;-74,019555500;-74;1;10,40;30;30;11;Oriente
3605;GSM;CUN.Via Calera_B;Calle 100B No. 8 - 09 E, Lote 12 Mz C;4,670250000;4;40;12,90;-74,019555500;-74;1;10,40;30;120;2;Oriente
3606;GSM;CUN.Via Calera_C;Calle 100B No. 8 - 09 E, Lote 12 Mz C;4,670250000;4;40;12,90;-74,019555500;-74;1;10,40;30;220;4;Oriente
3614;GSM;BOG.Calle 94-2_A;Calle 94 con Carrera 17;4,677470000;4;40;38,89;-74,044100000;-74;2;38,76;21;240;4;Oriente
3615;GSM;BOG.Calle 94-2_B;Calle 94 con Carrera 17;4,677470000;4;40;38,89;-74,044100000;-74;2;38,76;21;0;4;Oriente
3631;GSM;BOG.Juan 23_1;Carrera 32 No. 80 - 05;4,672640000;4;40;21,50;-74,067230000;-74;4;2,03;28;350;7;Oriente
3632;GSM;BOG.Juan 23_2;Carrera 32 No. 80 - 05;4,672640000;4;40;21,50;-74,067230000;-74;4;2,03;28;110;7;Oriente
3633;GSM;BOG.Juan 23_3;Carrera 32 No. 80 - 05;4,672640000;4;40;21,50;-74,067230000;-74;4;2,03;28;310;7;Oriente
3634;GSM;BOG.Juan 23_A;Carrera 32 No. 80 - 05;4,672640000;4;40;21,50;-74,067230000;-74;4;2,03;28;350;6;Oriente
3635;GSM;BOG.Juan 23_B;Carrera 32 No. 80 - 05;4,672640000;4;40;21,50;-74,067230000;-74;4;2,03;28;110;6;Oriente
3636;GSM;BOG.Juan 23_C;Carrera 32 No. 80 - 05;4,672640000;4;40;21,50;-74,067230000;-74;4;2,03;28;310;6;Oriente
3641;GSM;BOG.Alcazares_1;Calle 68 No. 24 - 28;4,659410000;4;39;33,88;-74,069800000;-74;4;11,28;18;30;5;Oriente
3642;GSM;BOG.Alcazares_2;Calle 68 No. 24 - 28;4,659410000;4;39;33,88;-74,069800000;-74;4;11,28;18;210;5;Oriente
3643;GSM;BOG.Alcazares_3;Calle 68 No. 24 - 28;4,659410000;4;39;33,88;-74,069800000;-74;4;11,28;18;240;7;Oriente
3644;GSM;BOG.Alcazares_A;Calle 68 No. 24 - 28;4,659410000;4;39;33,88;-74,069800000;-74;4;11,28;18;30;3;Oriente
3645;GSM;BOG.Alcazares_B;Calle 68 No. 24 - 28;4,659410000;4;39;33,88;-74,069800000;-74;4;11,28;18;210;3;Oriente
3646;GSM;BOG.Alcazares_C;Calle 68 No. 24 - 28;4,659410000;4;39;33,88;-74,069800000;-74;4;11,28;25;240;5;Oriente
3651;GSM;BOG.Clin San Rafael_1;Carrera 8 No. 17 - 44;4,576090000;4;34;33,92;-74,091100000;-74;5;27,96;15;15;10;Oriente
3654;GSM;BOG.Clin San Rafael_A;Carrera 8 No. 17 - 44;4,576090000;4;34;33,92;-74,091100000;-74;5;27,96;15;15;9;Oriente
3661;GSM;BOG.Paloquemao-2_1;Carrera 27 No. 13 - 77;4,614710000;4;36;52,96;-74,090750000;-74;5;26,70;28;5;7;Oriente
3662;GSM;BOG.Paloquemao-2_2;Carrera 27 No. 13 - 77;4,614710000;4;36;52,96;-74,090750000;-74;5;26,70;28;110;7;Oriente
3663;GSM;BOG.Paloquemao-2_3;Carrera 27 No. 13 - 77;4,614710000;4;36;52,96;-74,090750000;-74;5;26,70;28;240;7;Oriente
3664;GSM;BOG.Paloquemao-2_A;Carrera 27 No. 13 - 77;4,614710000;4;36;52,96;-74,090750000;-74;5;26,70;28;5;6;Oriente
3665;GSM;BOG.Paloquemao-2_B;Carrera 27 No. 13 - 77;4,614710000;4;36;52,96;-74,090750000;-74;5;26,70;28;110;6;Oriente
3666;GSM;BOG.Paloquemao-2_C;Carrera 27 No. 13 - 77;4,614710000;4;36;52,96;-74,090750000;-74;5;26,70;28;240;6;Oriente
3671;GSM;BOG.Tibana_1;Calle 7 No. 34 - 18;4,610840000;4;36;39,02;-74,101130000;-74;6;4,07;37;20;11;Oriente
3672;GSM;BOG.Tibana_2;Calle 7 No. 34 - 18;4,610840000;4;36;39,02;-74,101130000;-74;6;4,07;37;160;11;Oriente
3673;GSM;BOG.Tibana_3;Calle 7 No. 34 - 18;4,610840000;4;36;39,02;-74,101130000;-74;6;4,07;37;270;11;Oriente
3674;GSM;BOG.Tibana_A;Calle 7 No. 34 - 18;4,610840000;4;36;39,02;-74,101130000;-74;6;4,07;37;20;7;Oriente
3675;GSM;BOG.Tibana_B;Calle 7 No. 34 - 18;4,610840000;4;36;39,02;-74,101130000;-74;6;4,07;37;160;7;Oriente
3676;GSM;BOG.Tibana_C;Calle 7 No. 34 - 18;4,610840000;4;36;39,02;-74,101130000;-74;6;4,07;37;270;7;Oriente
3701;GSM;BOG.La Estancia_1;Calle 61 Sur No. 73J - 32;4,591450000;4;35;29,22;-74,172620000;-74;10;21,43;35;5;10;Oriente
3702;GSM;BOG.La Estancia_2;Calle 61 Sur No. 73J - 32;4,591450000;4;35;29,22;-74,172620000;-74;10;21,43;30;115;9;Oriente
3703;GSM;BOG.La Estancia_3;Calle 61 Sur No. 73J - 32;4,591450000;4;35;29,22;-74,172620000;-74;10;21,43;35;260;10;Oriente
3704;GSM;BOG.La Estancia_A;Calle 61 Sur No. 73J - 32;4,591450000;4;35;29,22;-74,172620000;-74;10;21,43;35;5;7;Oriente
3705;GSM;BOG.La Estancia_B;Calle 61 Sur No. 73J - 32;4,591450000;4;35;29,22;-74,172620000;-74;10;21,43;30;115;6;Oriente
3706;GSM;BOG.La Estancia_C;Calle 61 Sur No. 73J - 32;4,591450000;4;35;29,22;-74,172620000;-74;10;21,43;35;260;9;Oriente
3711;GSM;BOG.Villa Alsacia_1;Carrera 72A No. 8B - 77;4,639220000;4;38;21,19;-74,136300000;-74;8;10,68;35;0;14;Oriente
3712;GSM;BOG.Villa Alsacia_2;Carrera 72A No. 8B - 77;4,639220000;4;38;21,19;-74,136300000;-74;8;10,68;31;50;10;Oriente
3713;GSM;BOG.Villa Alsacia_3;Carrera 72A No. 8B - 77;4,639220000;4;38;21,19;-74,136300000;-74;8;10,68;25;155;9;Oriente
3714;GSM;BOG.Villa Alsacia_A;Carrera 72A No. 8B - 77;4,639220000;4;38;21,19;-74,136300000;-74;8;10,68;35;0;11;Oriente
3715;GSM;BOG.Villa Alsacia_B;Carrera 72A No. 8B - 77;4,639220000;4;38;21,19;-74,136300000;-74;8;10,68;31;50;7;Oriente
3716;GSM;BOG.Villa Alsacia_C;Carrera 72A No. 8B - 77;4,639220000;4;38;21,19;-74,136300000;-74;8;10,68;25;155;8;Oriente
3731;GSM;BOG.Ortezal_1;Calle 21 No. 44 - 30;4,631000000;4;37;51,60;-74,099000000;-74;5;56,40;26;40;8;Oriente
3732;GSM;BOG.Ortezal_2;Calle 21 No. 44 - 30;4,631000000;4;37;51,60;-74,099000000;-74;5;56,40;26;130;5;Oriente
3733;GSM;BOG.Ortezal_3;Calle 21 No. 44 - 30;4,631000000;4;37;51,60;-74,099000000;-74;5;56,40;26;225;9;Oriente
3734;GSM;BOG.Ortezal_A;Calle 21 No. 44 - 30;4,631000000;4;37;51,60;-74,099000000;-74;5;56,40;26;40;7;Oriente
3735;GSM;BOG.Ortezal_B;Calle 21 No. 44 - 30;4,631000000;4;37;51,60;-74,099000000;-74;5;56,40;26;150;6;Oriente
3736;GSM;BOG.Ortezal_C;Calle 21 No. 44 - 30;4,631000000;4;37;51,60;-74,099000000;-74;5;56,40;26;225;6;Oriente
3751;GSM;BOG.Atavanza_1;Calle 128 No. 50 - 55;4,712720000;4;42;45,79;-74,057900000;-74;3;28,44;28;350;5;Oriente
3752;GSM;BOG.Atavanza_2;Calle 128 No. 50 - 55;4,712720000;4;42;45,79;-74,057900000;-74;3;28,44;28;106;4;Oriente
3753;GSM;BOG.Atavanza_3;Calle 128 No. 50 - 55;4,712720000;4;42;45,79;-74,057900000;-74;3;28,44;28;250;5;Oriente
3754;GSM;BOG.Atavanza_A;Calle 128 No. 50 - 55;4,712720000;4;42;45,79;-74,057900000;-74;3;28,44;30;350;2;Oriente
3755;GSM;BOG.Atavanza_B;Calle 128 No. 50 - 55;4,712720000;4;42;45,79;-74,057900000;-74;3;28,44;30;106;2;Oriente
3756;GSM;BOG.Atavanza_C;Calle 128 No. 50 - 55;4,712720000;4;42;45,79;-74,057900000;-74;3;28,44;30;250;2;Oriente
3761;GSM;BOG.Los Laureles_1;Carrera 113 No. 64 - 63/71;4,704520000;4;42;16,27;-74,135300000;-74;8;7,08;27;50;9;Oriente
3762;GSM;BOG.Los Laureles_2;Carrera 113 No. 64 - 63/71;4,704520000;4;42;16,27;-74,135300000;-74;8;7,08;27;110;12;Oriente
3763;GSM;BOG.Los Laureles_3;Carrera 113 No. 64 - 63/71;4,704520000;4;42;16,27;-74,135300000;-74;8;7,08;27;305;9;Oriente
3764;GSM;BOG.Los Laureles_A;Carrera 113 No. 64 - 63/71;4,704520000;4;42;16,27;-74,135300000;-74;8;7,08;27;50;7;Oriente
3765;GSM;BOG.Los Laureles_B;Carrera 113 No. 64 - 63/71;4,704520000;4;42;16,27;-74,135300000;-74;8;7,08;27;110;10;Oriente
3766;GSM;BOG.Los Laureles_C;Carrera 113 No. 64 - 63/71;4,704520000;4;42;16,27;-74,135300000;-74;8;7,08;27;305;7;Oriente
3771;GSM;BOG.Carimagua_1;A - 07;4,606130000;4;36;22,07;-74,150300000;-74;9;1,08;35;350;7;Oriente
3772;GSM;BOG.Carimagua_2;A - 07;4,606130000;4;36;22,07;-74,150300000;-74;9;1,08;35;100;7;Oriente
3773;GSM;BOG.Carimagua_3;A - 07;4,606130000;4;36;22,07;-74,150300000;-74;9;1,08;35;210;7;Oriente
3774;GSM;BOG.Carimagua_A;A - 07;4,606130000;4;36;22,07;-74,150300000;-74;9;1,08;35;350;3;Oriente
3775;GSM;BOG.Carimagua_B;A - 07;4,606130000;4;36;22,07;-74,150300000;-74;9;1,08;35;100;3;Oriente
3776;GSM;BOG.Carimagua_C;A - 07;4,606130000;4;36;22,07;-74,150300000;-74;9;1,08;35;210;3;Oriente
3781;GSM;BOG.Tabora_1;Calle 75 No. 81A - 53;4,696840000;4;41;48,62;-74,100900000;-74;6;3,24;30;40;11;Oriente
3782;GSM;BOG.Tabora_2;Calle 75 No. 81A - 53;4,696840000;4;41;48,62;-74,100900000;-74;6;3,24;30;120;11;Oriente
3783;GSM;BOG.Tabora_3;Calle 75 No. 81A - 53;4,696840000;4;41;48,62;-74,100900000;-74;6;3,24;30;160;12;Oriente
3784;GSM;BOG.Tabora_A;Calle 75 No. 81A - 53;4,696840000;4;41;48,62;-74,100900000;-74;6;3,24;30;40;9;Oriente
3785;GSM;BOG.Tabora_B;Calle 75 No. 81A - 53;4,696840000;4;41;48,62;-74,100900000;-74;6;3,24;30;120;9;Oriente
3786;GSM;BOG.Tabora_C;Calle 75 No. 81A - 53;4,696840000;4;41;48,62;-74,100900000;-74;6;3,24;30;170;10;Oriente
3801;GSM;BOG.Glorieta Calle 100_1;Calle 100 No. 17 - 09;4,684890000;4;41;5,60;-74,049100000;-74;2;56,76;35;90;3;Oriente
3802;GSM;BOG.Glorieta Calle 100_2;Calle 100 No. 17 - 09;4,684890000;4;41;5,60;-74,049100000;-74;2;56,76;35;225;7;Oriente
3803;GSM;BOG.Glorieta Calle 100_3;Calle 100 No. 17 - 09;4,684890000;4;41;5,60;-74,049100000;-74;2;56,76;35;330;6;Oriente
3804;GSM;BOG.Glorieta Calle 100_A;Calle 100 No. 17 - 09;4,684890000;4;41;5,60;-74,049100000;-74;2;56,76;35;90;3;Oriente
3805;GSM;BOG.Glorieta Calle 100_B;Calle 100 No. 17 - 09;4,684890000;4;41;5,60;-74,049100000;-74;2;56,76;35;225;5;Oriente
3806;GSM;BOG.Glorieta Calle 100_C;Calle 100 No. 17 - 09;4,684890000;4;41;5,60;-74,049100000;-74;2;56,76;35;330;5;Oriente
3811;GSM;BOG.Lorencita Villegas_1;Calle 68 No. 39 - 02;4,665250000;4;39;54,90;-74,077400000;-74;4;38,64;18;70;6;Oriente
3812;GSM;BOG.Lorencita Villegas_2;Calle 68 No. 39 - 02;4,665250000;4;39;54,90;-74,077400000;-74;4;38,64;18;210;6;Oriente
3813;GSM;BOG.Lorencita Villegas_3;Calle 68 No. 39 - 02;4,665250000;4;39;54,90;-74,077400000;-74;4;38,64;18;330;5;Oriente
3814;GSM;BOG.Lorencita Villegas_A;Calle 68 No. 39 - 02;4,665250000;4;39;54,90;-74,077400000;-74;4;38,64;18;70;6;Oriente
3815;GSM;BOG.Lorencita Villegas_B;Calle 68 No. 39 - 02;4,665250000;4;39;54,90;-74,077400000;-74;4;38,64;18;210;6;Oriente
3816;GSM;BOG.Lorencita Villegas_C;Calle 68 No. 39 - 02;4,665250000;4;39;54,90;-74,077400000;-74;4;38,64;18;330;5;Oriente
3821;GSM;BOG.Sergio Arboleda_1;Carrera 15 No 73 - 32;4,660360000;4;39;37,30;-74,060300000;-74;3;37,08;24;30;8;Oriente
3822;GSM;BOG.Sergio Arboleda_2;Carrera 15 No 73 - 32;4,660360000;4;39;37,30;-74,060300000;-74;3;37,08;25;240;9;Oriente
3823;GSM;BOG.Sergio Arboleda_3;Carrera 15 No 73 - 32;4,660360000;4;39;37,30;-74,060300000;-74;3;37,08;24;320;10;Oriente
3824;GSM;BOG.Sergio Arboleda_A;Carrera 15 No 73 - 32;4,660360000;4;39;37,30;-74,060300000;-74;3;37,08;24;30;6;Oriente
3825;GSM;BOG.Sergio Arboleda_B;Carrera 15 No 73 - 32;4,660360000;4;39;37,30;-74,060300000;-74;3;37,08;25;240;11;Oriente
3826;GSM;BOG.Sergio Arboleda_C;Carrera 15 No 73 - 32;4,660360000;4;39;37,30;-74,060300000;-74;3;37,08;24;320;9;Oriente
3831;GSM;BOG.Primavera Occ_1;Carrera 33 No. 2 - 83.Barrio Asunción Bogotá D.C.;4,604090000;4;36;14,72;-74,106700000;-74;6;24,12;25,5;40;8;Oriente
3832;GSM;BOG.Primavera Occ_2;Carrera 33 No. 2 - 83.Barrio Asunción Bogotá D.C.;4,604090000;4;36;14,72;-74,106700000;-74;6;24,12;25,5;190;7;Oriente
3833;GSM;BOG.Primavera Occ_3;Carrera 33 No. 2 - 83.Barrio Asunción Bogotá D.C.;4,604090000;4;36;14,72;-74,106700000;-74;6;24,12;25,5;275;6;Oriente
3834;GSM;BOG.Primavera Occ_A;Carrera 33 No. 2 - 83.Barrio Asunción Bogotá D.C.;4,604090000;4;36;14,72;-74,106700000;-74;6;24,12;25,5;40;7;Oriente
3835;GSM;BOG.Primavera Occ_B;Carrera 33 No. 2 - 83.Barrio Asunción Bogotá D.C.;4,604090000;4;36;14,72;-74,106700000;-74;6;24,12;25,5;190;5;Oriente
3836;GSM;BOG.Primavera Occ_C;Carrera 33 No. 2 - 83.Barrio Asunción Bogotá D.C.;4,604090000;4;36;14,72;-74,106700000;-74;6;24,12;25,5;275;4;Oriente
3841;GSM;BOG.Trinidad_1;Carrera 57a No. 8 - 75;4,625450000;4;37;31,62;-74,116100000;-74;6;57,96;35;25;11;Oriente
3842;GSM;BOG.Trinidad_2;Carrera 57a No. 8 - 75;4,625450000;4;37;31,62;-74,116100000;-74;6;57,96;35;130;10;Oriente
3843;GSM;BOG.Trinidad_3;Carrera 57a No. 8 - 75;4,625450000;4;37;31,62;-74,116100000;-74;6;57,96;35;250;9;Oriente
3844;GSM;BOG.Trinidad_A;Carrera 57a No. 8 - 75;4,625450000;4;37;31,62;-74,116100000;-74;6;57,96;35;25;9;Oriente
3845;GSM;BOG.Trinidad_B;Carrera 57a No. 8 - 75;4,625450000;4;37;31,62;-74,116100000;-74;6;57,96;35;130;8;Oriente
3846;GSM;BOG.Trinidad_C;Carrera 57a No. 8 - 75;4,625450000;4;37;31,62;-74,116100000;-74;6;57,96;35;250;7;Oriente
3851;GSM;BOG.Avenida 19-2_1;Carrera 10 No. 18-64;4,606440000;4;36;23,18;-74,073720000;-74;4;25,39;16;15;7;Oriente
3852;GSM;BOG.Avenida 19-2_2;Carrera 10 No. 18-64;4,606440000;4;36;23,18;-74,073720000;-74;4;25,39;16;100;7;Oriente
3853;GSM;BOG.Avenida 19-2_3;Carrera 10 No. 18-64;4,606440000;4;36;23,18;-74,073720000;-74;4;25,39;16;210;7;Oriente
3854;GSM;BOG.Avenida 19-2_A;Carrera 10 No. 18-64;4,606440000;4;36;23,18;-74,073720000;-74;4;25,39;16;15;6;Oriente
3855;GSM;BOG.Avenida 19-2_B;Carrera 10 No. 18-64;4,606440000;4;36;23,18;-74,073720000;-74;4;25,39;16;100;6;Oriente
3856;GSM;BOG.Avenida 19-2_C;Carrera 10 No. 18-64;4,606440000;4;36;23,18;-74,073720000;-74;4;25,39;16;210;6;Oriente
3874;GSM;BOG.Rosales_A;Transv. 1 No. 83-33 Edif. Del Cerro;4,661800000;4;39;42,48;-74,045800000;-74;2;44,88;26;0;7;Oriente
3875;GSM;BOG.Rosales_B;Transv. 1 No. 83-33 Edif. Del Cerro;4,661800000;4;39;42,48;-74,045800000;-74;2;44,88;26;140;6;Oriente
3884;GSM;BOG.Calle 90_A;Carrera 28 con Calle 90;4,678080000;4;40;41,09;-74,058100000;-74;3;29,16;25;80;9;Oriente
3885;GSM;BOG.Calle 90_B;Carrera 28 con Calle 90;4,678080000;4;40;41,09;-74,058100000;-74;3;29,16;25;335;7;Oriente
3891;GSM;BOG.Chapinero-3_1;Transversal 15 No. 68 - 39 Bogotá D.C.;4,655510000;4;39;19,84;-74,063700000;-74;3;49,32;25;10;8;Oriente
3892;GSM;BOG.Chapinero-3_2;Transversal 15 No. 68 - 39 Bogotá D.C.;4,655510000;4;39;19,84;-74,063700000;-74;3;49,32;25;110;7;Oriente
3893;GSM;BOG.Chapinero-3_3;Transversal 15 No. 68 - 39 Bogotá D.C.;4,655510000;4;39;19,84;-74,063700000;-74;3;49,32;25;245;6;Oriente
3894;GSM;BOG.Chapinero-3_A;Transversal 15 No. 68 - 39 Bogotá D.C.;4,655510000;4;39;19,84;-74,063700000;-74;3;49,32;25;10;8;Oriente
3895;GSM;BOG.Chapinero-3_B;Transversal 15 No. 68 - 39 Bogotá D.C.;4,655510000;4;39;19,84;-74,063700000;-74;3;49,32;21;110;5;Oriente
3896;GSM;BOG.Chapinero-3_C;Transversal 15 No. 68 - 39 Bogotá D.C.;4,655510000;4;39;19,84;-74,063700000;-74;3;49,32;25;245;5;Oriente
3901;GSM;BOG.Marly-2_1;Calle 57 No. 13 - 27 Edificio Avenida 57 .;4,643780000;4;38;37,61;-74,064580000;-74;3;52,49;3;45;7;Oriente
3902;GSM;BOG.Marly-2_2;Calle 57 No. 13 - 27 Edificio Avenida 57 .;4,643780000;4;38;37,61;-74,064580000;-74;3;52,49;3;120;7;Oriente
3903;GSM;BOG.Marly-2_3;Calle 57 No. 13 - 27 Edificio Avenida 57 .;4,643780000;4;38;37,61;-74,064580000;-74;3;52,49;7;275;10;Oriente
3904;GSM;BOG.Marly-2_A;Calle 57 No. 13 - 27 Edificio Avenida 57 .;4,643780000;4;38;37,61;-74,064580000;-74;3;52,49;3;45;6;Oriente
3905;GSM;BOG.Marly-2_B;Calle 57 No. 13 - 27 Edificio Avenida 57 .;4,643780000;4;38;37,61;-74,064580000;-74;3;52,49;3;120;6;Oriente
3906;GSM;BOG.Marly-2_C;Calle 57 No. 13 - 27 Edificio Avenida 57 .;4,643780000;4;38;37,61;-74,064580000;-74;3;52,49;7;275;8;Oriente
3911;GSM;BOG.Murillo Toro_1;Calle 13 No. 6-82;4,600050000;4;36;0,18;-74,074040000;-74;4;26,54;38;355;10;Oriente
3912;GSM;BOG.Murillo Toro_2;Calle 13 No. 6-82;4,600050000;4;36;0,18;-74,074040000;-74;4;26,54;38;110;11;Oriente
3913;GSM;BOG.Murillo Toro_3;Calle 13 No. 6-82;4,600050000;4;36;0,18;-74,074040000;-74;4;26,54;38;245;14;Oriente
3914;GSM;BOG.Murillo Toro_A;Calle 13 No. 6-82;4,600050000;4;36;0,18;-74,074040000;-74;4;26,54;38;355;9;Oriente
3915;GSM;BOG.Murillo Toro_B;Calle 13 No. 6-82;4,600050000;4;36;0,18;-74,074040000;-74;4;26,54;38;110;10;Oriente
3916;GSM;BOG.Murillo Toro_C;Calle 13 No. 6-82;4,600050000;4;36;0,18;-74,074040000;-74;4;26,54;38;245;13;Oriente
3921;GSM;BOG.Santa Ines-2_1;Carrera 17 No 8 - 60;4,601469000;4;36;5,29;-74,085176000;-74;5;6,63;31;0;13;Oriente
3922;GSM;BOG.Santa Ines-2_2;Carrera 17 No 8 - 60;4,601469000;4;36;5,29;-74,085176000;-74;5;6,63;31;190;14;Oriente
