CID;Tipo;BTS Name;Direccion;Latitud;Gra;Min;Seg;Longitud;Gra;Min;Seg;Altura;Vector;Tilt;Region
26225;GSM;POP.Ladera_B;Calle 14 # 18ª - 96. Barrio La Ladera;2,437000000;2;26;13,20;-76,620777780;-76;37;14,80;30;80;6;Occidente
26226;GSM;POP.Ladera_C;Calle 14 # 18ª - 96. Barrio La Ladera;2,437000000;2;26;13,20;-76,620777780;-76;37;14,80;30;190;2;Occidente
26231;GSM;VAL.Florida_1;Calle 10 No. 21-50 B/ La Esperanza;3,327250000;3;19;38,10;-76,237361100;-76;14;14,50;62;330;6;Occidente
26232;GSM;VAL.Florida_2;Calle 10 No. 21-50 B/ La Esperanza;3,327250000;3;19;38,10;-76,237361100;-76;14;14,50;62;130;6;Occidente
26233;GSM;VAL.Florida_3;Calle 10 No. 21-50 B/ La Esperanza;3,327250000;3;19;38,10;-76,237361100;-76;14;14,50;62;220;6;Occidente
26234;GSM;VAL.Florida_A;Calle 10 No. 21-50 B/ La Esperanza;3,327250000;3;19;38,10;-76,237361100;-76;14;14,50;62;330;6;Occidente
26235;GSM;VAL.Florida_B;Calle 10 No. 21-50 B/ La Esperanza;3,327250000;3;19;38,10;-76,237361100;-76;14;14,50;62;130;6;Occidente
26236;GSM;VAL.Florida_C;Calle 10 No. 21-50 B/ La Esperanza;3,327250000;3;19;38,10;-76,237361100;-76;14;14,50;62;220;6;Occidente
26241;GSM;BGA.Molinos_1;Calle 10 # 4-28 B/ Molino;3,899805560;3;53;59,30;-76,292000000;-76;17;31,20;35;30;4;Occidente
26242;GSM;BGA.Molinos_2;Calle 10 # 4-28 B/ Molino;3,899805560;3;53;59,30;-76,292000000;-76;17;31,20;35;120;4;Occidente
26243;GSM;BGA.Molinos_3;Calle 10 # 4-28 B/ Molino;3,899805560;3;53;59,30;-76,292000000;-76;17;31,20;35;270;4;Occidente
26244;GSM;BGA.Molinos_A;Calle 10 # 4-28 B/ Molino;3,899805560;3;53;59,30;-76,292000000;-76;17;31,20;35;30;5;Occidente
26245;GSM;BGA.Molinos_B;Calle 10 # 4-28 B/ Molino;3,899805560;3;53;59,30;-76,292000000;-76;17;31,20;35;120;6;Occidente
26246;GSM;BGA.Molinos_C;Calle 10 # 4-28 B/ Molino;3,899805560;3;53;59,30;-76,292000000;-76;17;31,20;35;270;5;Occidente
26251;GSM;JAM.Jamundi-1_1;Via Cali - Jamundí, km 20 Hacienda Castillo;3,289777778;3;17;23,20;-76,522888890;-76;31;22,40;52;0;7;Occidente
26252;GSM;JAM.Jamundi-1_2;Via Cali - Jamundí, km 20 Hacienda Castillo;3,289777778;3;17;23,20;-76,522888890;-76;31;22,40;52;160;4;Occidente
26253;GSM;JAM.Jamundi-1_3;Via Cali - Jamundí, km 20 Hacienda Castillo;3,289777778;3;17;23,20;-76,522888890;-76;31;22,40;55;210;4;Occidente
26261;GSM;PAL.San Pedro_1;Calle 17 con Carrera 41 Esquina;3,535777778;3;32;8,80;-76,289138890;-76;17;20,90;35;30;5;Occidente
26262;GSM;PAL.San Pedro_2;Calle 17 con Carrera 41 Esquina;3,535777778;3;32;8,80;-76,289138890;-76;17;20,90;35;140;6;Occidente
26263;GSM;PAL.San Pedro_3;Calle 17 con Carrera 41 Esquina;3,535777778;3;32;8,80;-76,289138890;-76;17;20,90;35;300;6;Occidente
26264;GSM;PAL.San Pedro_A;Calle 17 con Carrera 41 Esquina;3,535777778;3;32;8,80;-76,289138890;-76;17;20,90;35;30;5;Occidente
26265;GSM;PAL.San Pedro_B;Calle 17 con Carrera 41 Esquina;3,535777778;3;32;8,80;-76,289138890;-76;17;20,90;35;140;6;Occidente
26266;GSM;PAL.San Pedro_C;Calle 17 con Carrera 41 Esquina;3,535777778;3;32;8,80;-76,289138890;-76;17;20,90;35;300;6;Occidente
26271;GSM;PAS.Valle de Atriz_1;Carrera 35 # 14 - 45 Conjunto Residencial Aranjuez;1,219555556;1;13;10,40;-77,287000000;-77;17;13,20;30;30;8;Occidente
26272;GSM;PAS.Valle de Atriz_2;Carrera 35 # 14 - 45 Conjunto Residencial Aranjuez;1,219555556;1;13;10,40;-77,287000000;-77;17;13,20;30;120;8;Occidente
26273;GSM;PAS.Valle de Atriz_3;Carrera 35 # 14 - 45 Conjunto Residencial Aranjuez;1,219555556;1;13;10,40;-77,287000000;-77;17;13,20;30;260;24;Occidente
26274;GSM;PAS.Valle de Atriz_A;Carrera 35 # 14 - 45 Conjunto Residencial Aranjuez;1,219555556;1;13;10,40;-77,287000000;-77;17;13,20;30;30;6;Occidente
26275;GSM;PAS.Valle de Atriz_B;Carrera 35 # 14 - 45 Conjunto Residencial Aranjuez;1,219555556;1;13;10,40;-77,287000000;-77;17;13,20;30;120;6;Occidente
26276;GSM;PAS.Valle de Atriz_C;Carrera 35 # 14 - 45 Conjunto Residencial Aranjuez;1,219555556;1;13;10,40;-77,287000000;-77;17;13,20;30;260;18;Occidente
26281;GSM;BNV.Brisas_1;Calle 6 # 66A - 03 B/ Bolívar;3,872638889;3;52;21,50;-76,996444440;-76;59;47,20;50;90;6;Occidente
26282;GSM;BNV.Brisas_2;Calle 6 # 66A - 03 B/ Bolívar;3,872638889;3;52;21,50;-76,996444440;-76;59;47,20;50;190;6;Occidente
26283;GSM;BNV.Brisas_3;Calle 6 # 66A - 03 B/ Bolívar;3,872638889;3;52;21,50;-76,996444440;-76;59;47,20;50;0;7;Occidente
26284;GSM;BNV.Brisas_A;Calle 6 # 66A - 03 B/ Bolívar;3,872638889;3;52;21,50;-76,996444440;-76;59;47,20;50;90;4;Occidente
26285;GSM;BNV.Brisas_B;Calle 6 # 66A - 03 B/ Bolívar;3,872638889;3;52;21,50;-76,996444440;-76;59;47,20;50;190;4;Occidente
26286;GSM;BNV.Brisas_C;Calle 6 # 66A - 03 B/ Bolívar;3,872638889;3;52;21,50;-76,996444440;-76;59;47,20;50;0;4;Occidente
26291;GSM;CAU.Piendamo_1;Carrera 4 # 3 - 17 Barrio San Cayetano;2,633138889;2;37;59,30;-76,525138890;-76;31;30,50;68;0;3;Occidente
26292;GSM;CAU.Piendamo_2;Carrera 4 # 3 - 17 Barrio San Cayetano;2,633138889;2;37;59,30;-76,525138890;-76;31;30,50;68;90;3;Occidente
26293;GSM;CAU.Piendamo_3;Carrera 4 # 3 - 17 Barrio San Cayetano;2,633138889;2;37;59,30;-76,525138890;-76;31;30,50;68;270;3;Occidente
26294;GSM;CAU.Piendamo_4;Carrera 4 # 3 - 17 Barrio San Cayetano;2,633138889;2;37;59,30;-76,525138890;-76;31;30,50;68;150;6;Occidente
26301;GSM;TUL.Marandua_1;Carrera 9 # 25A-02 B/ San Pedro Claver;4,092333333;4;5;32,40;-76,208111110;-76;12;29,20;35;30;5;Occidente
26302;GSM;TUL.Marandua_2;Carrera 9 # 25A-02 B/ San Pedro Claver;4,092333333;4;5;32,40;-76,208111110;-76;12;29,20;35;120;5;Occidente
26303;GSM;TUL.Marandua_3;Carrera 9 # 25A-02 B/ San Pedro Claver;4,092333333;4;5;32,40;-76,208111110;-76;12;29,20;35;270;2;Occidente
26304;GSM;TUL.Marandua_A;Carrera 9 # 25A-02 B/ San Pedro Claver;4,092333333;4;5;32,40;-76,208111110;-76;12;29,20;35;30;5;Occidente
26305;GSM;TUL.Marandua_B;Carrera 9 # 25A-02 B/ San Pedro Claver;4,092333333;4;5;32,40;-76,208111110;-76;12;29,20;35;120;5;Occidente
26306;GSM;TUL.Marandua_C;Carrera 9 # 25A-02 B/ San Pedro Claver;4,092333333;4;5;32,40;-76,208111110;-76;12;29,20;35;270;2;Occidente
26311;GSM;CAU.Timbio_1;Vereda El Descanso. Vía Popayán - Timbio;2,360333333;2;21;37,20;-76,678333330;-76;40;42,00;70;30;4;Occidente
26312;GSM;CAU.Timbio_2;Vereda El Descanso. Vía Popayán - Timbio;2,360333333;2;21;37,20;-76,678333330;-76;40;42,00;70;210;4;Occidente
26313;GSM;CAU.Timbio_3;Vereda El Descanso. Vía Popayán - Timbio;2,360333333;2;21;37,20;-76,678333330;-76;40;42,00;65;300;3;Occidente
26315;GSM;CAU.Timbio_B;Vereda El Descanso. Vía Popayán - Timbio;2,360333333;2;21;37,20;-76,678333330;-76;40;42,00;65;210;4;Occidente
26321;GSM;VAL.Cavasa_1;6;3,410138889;3;24;36,50;-76,423444440;-76;25;24,40;34;100;4;Occidente
26322;GSM;VAL.Cavasa_2;6;3,410138889;3;24;36,50;-76,423444440;-76;25;24,40;34;170;3;Occidente
26323;GSM;VAL.Cavasa_3;6;3,410138889;3;24;36,50;-76,423444440;-76;25;24,40;34;240;7;Occidente
26331;GSM;CAU.Silvia_1;Cerro La Lupa - Vereda Chiman;2,607722222;2;36;27,80;-76,374194440;-76;22;27,10;60;30;6;Occidente
26332;GSM;CAU.Silvia_2;Cerro La Lupa - Vereda Chiman;2,607722222;2;36;27,80;-76,374194440;-76;22;27,10;60;280;4;Occidente
26333;GSM;CAU.Silvia_3;Cerro La Lupa - Vereda Chiman;2,607722222;2;36;27,80;-76,374194440;-76;22;27,10;60;330;6;Occidente
26341;GSM;CAU.El Tambo_1;Finca Quiebracolmillo;2,448194444;2;26;53,50;-76,819500000;-76;49;10,20;60;0;3;Occidente
26342;GSM;CAU.El Tambo_2;Finca Quiebracolmillo;2,448194444;2;26;53,50;-76,819500000;-76;49;10,20;60;80;2;Occidente
26343;GSM;CAU.El Tambo_3;Finca Quiebracolmillo;2,448194444;2;26;53,50;-76,819500000;-76;49;10,20;60;240;3;Occidente
26344;GSM;CAU.El Tambo_4;Finca Quiebracolmillo;2,448194444;2;26;53,50;-76,819500000;-76;49;10,20;60;290;3;Occidente
26351;GSM;NAR.Tuquerres_1;Vereda Santa Isabel, Finca Nasnaguer 4 Esquinas;1,109916667;1;6;35,70;-77,601388890;-77;36;5,00;75;210;5;Occidente
26352;GSM;NAR.Tuquerres_2;Vereda Santa Isabel, Finca Nasnaguer 4 Esquinas;1,109916667;1;6;35,70;-77,601388890;-77;36;5,00;75;140;6;Occidente
26353;GSM;NAR.Tuquerres_3;Vereda Santa Isabel, Finca Nasnaguer 4 Esquinas;1,109916667;1;6;35,70;-77,601388890;-77;36;5,00;75;0;5;Occidente
26361;GSM;VAL.Voragine_1;Parcelación Chorro de Plata - Vereda La Vorágine;3,347944444;3;20;52,60;-76,597333330;-76;35;50,40;30;110;12;Occidente
26362;GSM;VAL.Voragine_2;Parcelación Chorro de Plata - Vereda La Vorágine;3,347944444;3;20;52,60;-76,597333330;-76;35;50,40;30;150;12;Occidente
26363;GSM;VAL.Voragine_3;Parcelación Chorro de Plata - Vereda La Vorágine;3,347944444;3;20;52,60;-76,597333330;-76;35;50,40;27;240;7;Occidente
26365;GSM;VAL.Voragine_B;Parcelación Chorro de Plata - Vereda La Vorágine;3,347944444;3;20;52,60;-76,597333330;-76;35;50,40;30;150;11;Occidente
26371;GSM;CAU.El Bordo_1;Carrera 7 No. 9 - 101 Barrio El Jardín;2,118166667;2;7;5,40;-76,983333330;-76;58;60,00;60;60;3;Occidente
26372;GSM;CAU.El Bordo_2;Carrera 7 No. 9 - 101 Barrio El Jardín;2,118166667;2;7;5,40;-76,983333330;-76;58;60,00;60;130;6;Occidente
26373;GSM;CAU.El Bordo_3;Carrera 7 No. 9 - 101 Barrio El Jardín;2,118166667;2;7;5,40;-76,983333330;-76;58;60,00;60;230;2;Occidente
26374;GSM;CAU.El Bordo_4;Carrera 7 No. 9 - 101 Barrio El Jardín;2,118166667;2;7;5,40;-76,983333330;-76;58;60,00;60;300;4;Occidente
26381;GSM;VAL.Dagua_1;Vereda Atuncela, Finca San Alfonso;3,722694444;3;43;21,70;-76,689027780;-76;41;20,50;60;40;3;Occidente
26382;GSM;VAL.Dagua_2;Vereda Atuncela, Finca San Alfonso;3,722694444;3;43;21,70;-76,689027780;-76;41;20,50;60;100;9;Occidente
26383;GSM;VAL.Dagua_3;Vereda Atuncela, Finca San Alfonso;3,722694444;3;43;21,70;-76,689027780;-76;41;20,50;60;190;7;Occidente
26391;GSM;VAL.Rozo_1;Avenida La primavera con Calle 9;3,615500000;3;36;55,80;-76,390972220;-76;23;27,50;65;0;3;Occidente
26392;GSM;VAL.Rozo_2;Avenida La primavera con Calle 9;3,615500000;3;36;55,80;-76,390972220;-76;23;27,50;65;100;6;Occidente
26393;GSM;VAL.Rozo_3;Avenida La primavera con Calle 9;3,615500000;3;36;55,80;-76,390972220;-76;23;27,50;60;280;2;Occidente
26394;GSM;VAL.Rozo_4;Avenida La primavera con Calle 9;3,615500000;3;36;55,80;-76,390972220;-76;23;27,50;55;180;5;Occidente
26395;GSM;VAL.Rozo_B;Avenida La primavera con Calle 9;3,615500000;3;36;55,80;-76,390972220;-76;23;27,50;65;100;5;Occidente
26401;GSM;NAR.Samaniego_1;Vereda El Partidero;1,294027778;1;17;38,50;-77,545444440;-77;32;43,60;70;140;9;Occidente
26402;GSM;NAR.Samaniego_2;Vereda El Partidero;1,294027778;1;17;38,50;-77,545444440;-77;32;43,60;80;90;5;Occidente
26403;GSM;NAR.Samaniego_3;Vereda El Partidero;1,294027778;1;17;38,50;-77,545444440;-77;32;43,60;80;300;4;Occidente
26411;GSM;NAR.Union_1;Vereda Palo Verde, Cerro Gordo, Predio El Moral;1,614777778;1;36;53,20;-77,169305560;-77;10;9,50;72;0;4;Occidente
26412;GSM;NAR.Union_2;Vereda Palo Verde, Cerro Gordo, Predio El Moral;1,614777778;1;36;53,20;-77,169305560;-77;10;9,50;72;100;6;Occidente
26413;GSM;NAR.Union_3;Vereda Palo Verde, Cerro Gordo, Predio El Moral;1,614777778;1;36;53,20;-77,169305560;-77;10;9,50;75;230;2;Occidente
26421;GSM;JAM.Jamundi-2_1;Calle 15 # 4-97;3,261555556;3;15;41,60;-76,535277780;-76;32;7,00;60;30;8;Occidente
26422;GSM;JAM.Jamundi-2_2;Calle 15 # 4-97;3,261555556;3;15;41,60;-76,535277780;-76;32;7,00;60;140;5;Occidente
26423;GSM;JAM.Jamundi-2_3;Calle 15 # 4-97;3,261555556;3;15;41,60;-76,535277780;-76;32;7,00;60;240;6;Occidente
26424;GSM;JAM.Jamundi-2_A;Calle 15 # 4-97;3,261555556;3;15;41,60;-76,535277780;-76;32;7,00;60;30;8;Occidente
26425;GSM;JAM.Jamundi-2_B;Calle 15 # 4-97;3,261555556;3;15;41,60;-76,535277780;-76;32;7,00;60;140;4;Occidente
26426;GSM;JAM.Jamundi-2_C;Calle 15 # 4-97;3,261555556;3;15;41,60;-76,535277780;-76;32;7,00;56;240;6;Occidente
26427;GSM;JAM.Jamundi-2_4;Calle 15 # 4-97;3,261555556;3;15;41,60;-76,535277780;-76;32;7,00;56;280;6;Occidente
26428;GSM;JAM.Jamundi-2_D;Calle 15 # 4-97;3,261555556;3;15;41,60;-76,535277780;-76;32;7,00;56;280;6;Occidente
26431;GSM;CAU.Caloto_1;Vereda Santa Rosa, Finca La Floresta;3,049666670;3;2;58,80;-76,410888900;-76;24;39,20;55;80;6;Occidente
26432;GSM;CAU.Caloto_2;Vereda Santa Rosa, Finca La Floresta;3,049666670;3;2;58,80;-76,410888900;-76;24;39,20;60;160;5;Occidente
26433;GSM;CAU.Caloto_3;Vereda Santa Rosa, Finca La Floresta;3,049666670;3;2;58,80;-76,410888900;-76;24;39,20;60;250;6;Occidente
26434;GSM;CAU.Caloto_4;Vereda Santa Rosa, Finca La Floresta;3,049666670;3;2;58,80;-76,410888900;-76;24;39,20;60;10;6;Occidente
26436;GSM;CAU.Caloto_B;Vereda Santa Rosa, Finca La Floresta;3,049666670;3;2;58,80;-76,410888900;-76;24;39,20;60;160;6;Occidente
26441;GSM;VAL.Florida-2_1;Calle 5 con Carrera 11;3,318750000;3;19;7,50;-76,231055560;-76;13;51,80;35;30;3;Occidente
26442;GSM;VAL.Florida-2_2;Calle 5 con Carrera 11;3,318750000;3;19;7,50;-76,231055560;-76;13;51,80;35;210;4;Occidente
26443;GSM;VAL.Florida-2_3;Calle 5 con Carrera 11;3,318750000;3;19;7,50;-76,231055560;-76;13;51,80;35;320;4;Occidente
26444;GSM;VAL.Florida-2_A;Calle 5 con Carrera 11;3,318750000;3;19;7,50;-76,231055560;-76;13;51,80;35;30;6;Occidente
26445;GSM;VAL.Florida-2_B;Calle 5 con Carrera 11;3,318750000;3;19;7,50;-76,231055560;-76;13;51,80;35;210;6;Occidente
26446;GSM;VAL.Florida-2_C;Calle 5 con Carrera 11;3,318750000;3;19;7,50;-76,231055560;-76;13;51,80;35;320;6;Occidente
26451;GSM;VAL.Pradera_1;Centro turístico El Lago, Calle 12 entre Carreras 12 y 13;3,417500000;3;25;3,00;-76,246138890;-76;14;46,10;57;60;6;Occidente
26452;GSM;VAL.Pradera_2;Centro turístico El Lago, Calle 12 entre Carreras 12 y 13;3,417500000;3;25;3,00;-76,246138890;-76;14;46,10;60;220;7;Occidente
26453;GSM;VAL.Pradera_3;Centro turístico El Lago, Calle 12 entre Carreras 12 y 13;3,417500000;3;25;3,00;-76,246138890;-76;14;46,10;57;300;4;Occidente
26454;GSM;VAL.Pradera_4;Centro turístico El Lago, Calle 12 entre Carreras 12 y 13;3,417500000;3;25;3,00;-76,246138890;-76;14;46,10;60;140;3;Occidente
26455;GSM;VAL.Pradera_A;Centro turístico El Lago, Calle 12 entre Carreras 12 y 13;3,417500000;3;25;3,00;-76,246138890;-76;14;46,10;57;60;8;Occidente
26456;GSM;VAL.Pradera_B;Centro turístico El Lago, Calle 12 entre Carreras 12 y 13;3,417500000;3;25;3,00;-76,246138890;-76;14;46,10;60;220;7;Occidente
26457;GSM;VAL.Pradera_C;Centro turístico El Lago, Calle 12 entre Carreras 12 y 13;3,417500000;3;25;3,00;-76,246138890;-76;14;46,10;57;300;7;Occidente
26458;GSM;VAL.Pradera_D;Centro turístico El Lago, Calle 12 entre Carreras 12 y 13;3,417500000;3;25;3,00;-76,246138890;-76;14;46,10;60;140;6;Occidente
26461;GSM;VAL.Amaime_1;Barrio El Carmen;3,610055556;3;36;36,20;-76,272055560;-76;16;19,40;65;330;3;Occidente
26462;GSM;VAL.Amaime_2;Barrio El Carmen;3,610055556;3;36;36,20;-76,272055560;-76;16;19,40;65;110;3;Occidente
26463;GSM;VAL.Amaime_3;Barrio El Carmen;3,610055556;3;36;36,20;-76,272055560;-76;16;19,40;65;190;3;Occidente
26464;GSM;VAL.Amaime_4;Barrio El Carmen;3,610055556;3;36;36,20;-76,272055560;-76;16;19,40;65;260;5;Occidente
26466;GSM;VAL.Amaime_B;Barrio El Carmen;3,610055556;3;36;36,20;-76,272055560;-76;16;19,40;65;100;6;Occidente
26468;GSM;VAL.Amaime_D;Barrio El Carmen;3,610055556;3;36;36,20;-76,272055560;-76;16;19,40;65;260;6;Occidente
26469;GSM;VAL.Amaime_5;Barrio El Carmen;3,610055556;3;36;36,20;-76,272055560;-76;16;19,40;65;0;5;Occidente
26471;GSM;CAU.Santander-2_1;de Quilichao - Cali;3,078944440;3;4;44,20;-76,475750000;-76;28;32,70;60;20;5;Occidente
26472;GSM;CAU.Santander-2_2;de Quilichao - Cali;3,078944440;3;4;44,20;-76,475750000;-76;28;32,70;60;110;7;Occidente
26473;GSM;CAU.Santander-2_3;de Quilichao - Cali;3,078944440;3;4;44,20;-76,475750000;-76;28;32,70;60;200;4;Occidente
26474;GSM;CAU.Santander-2_4;de Quilichao - Cali;3,078944440;3;4;44,20;-76,475750000;-76;28;32,70;60;330;4;Occidente
26481;GSM;NAR.Cruz de Amarillo_1;Cerro Cruz de Amarillo Catambuco Nariño;1,127583333;1;7;39,30;-77,313500000;-77;18;48,60;80;30;7;Occidente
26482;GSM;NAR.Cruz de Amarillo_2;Cerro Cruz de Amarillo Catambuco Nariño;1,127583333;1;7;39,30;-77,313500000;-77;18;48,60;80;130;3;Occidente
26483;GSM;NAR.Cruz de Amarillo_3;Cerro Cruz de Amarillo Catambuco Nariño;1,127583333;1;7;39,30;-77,313500000;-77;18;48,60;80;310;7;Occidente
26491;GSM;VAL.Trujillo_1;Vía a la vereda Palermo - Finca La Olga;4,211000000;4;12;39,60;-76,331250000;-76;19;52,50;40;100;7;Occidente
26492;GSM;VAL.Trujillo_2;Vía a la vereda Palermo - Finca La Olga;4,211000000;4;12;39,60;-76,331250000;-76;19;52,50;40;210;5;Occidente
26501;GSM;BNV.Eucaristico_1;Calle 7A # 36A- 44;3,882361111;3;52;56,50;-77,032805560;-77;1;58,10;55;80;6;Occidente
26502;GSM;BNV.Eucaristico_2;Calle 7A # 36A- 44;3,882361111;3;52;56,50;-77,032805560;-77;1;58,10;55;160;8;Occidente
26503;GSM;BNV.Eucaristico_3;Calle 7A # 36A- 44;3,882361111;3;52;56,50;-77,032805560;-77;1;58,10;55;260;7;Occidente
26504;GSM;BNV.Eucaristico_A;Calle 7A # 36A- 44;3,882361111;3;52;56,50;-77,032805560;-77;1;58,10;55;80;4;Occidente
26505;GSM;BNV.Eucaristico_B;Calle 7A # 36A- 44;3,882361111;3;52;56,50;-77,032805560;-77;1;58,10;55;160;6;Occidente
26506;GSM;BNV.Eucaristico_C;Calle 7A # 36A- 44;3,882361111;3;52;56,50;-77,032805560;-77;1;58,10;55;260;5;Occidente
26511;GSM;CAU.Pto Tejada_1;Entrada Ingenio del Cauca, Vía Candelaria-Pto tejada;3,270388889;3;16;13,40;-76,357083330;-76;21;25,50;70;20;6;Occidente
26512;GSM;CAU.Pto Tejada_2;Entrada Ingenio del Cauca, Vía Candelaria-Pto tejada;3,270388889;3;16;13,40;-76,357083330;-76;21;25,50;70;80;2;Occidente
26513;GSM;CAU.Pto Tejada_3;Entrada Ingenio del Cauca, Vía Candelaria-Pto tejada;3,270388889;3;16;13,40;-76,357083330;-76;21;25,50;70;230;4;Occidente
26521;GSM;CAU.Rosas_1;Predio El Tablón, sección El tablillo;2,255194444;2;15;18,70;-76,730694440;-76;43;50,50;76;30;6;Occidente
26522;GSM;CAU.Rosas_2;Predio El Tablón, sección El tablillo;2,255194444;2;15;18,70;-76,730694440;-76;43;50,50;80;0;4;Occidente
26523;GSM;CAU.Rosas_3;Predio El Tablón, sección El tablillo;2,255194444;2;15;18,70;-76,730694440;-76;43;50,50;80;240;5;Occidente
26531;GSM;NAR.Tangua_1;Funes;1,039527778;1;2;22,30;-77,446750000;-77;26;48,30;73;40;1;Occidente
26532;GSM;NAR.Tangua_2;Funes;1,039527778;1;2;22,30;-77,446750000;-77;26;48,30;80;0;7;Occidente
26533;GSM;NAR.Tangua_3;Funes;1,039527778;1;2;22,30;-77,446750000;-77;26;48,30;73;190;2;Occidente
26541;GSM;NAR.La Cruz_1;Predio La Estancia - Vereda La Cuchilla;1,592027780;1;35;31,30;-76,970888900;-76;58;15,20;80;0;12;Occidente
26542;GSM;NAR.La Cruz_2;Predio La Estancia - Vereda La Cuchilla;1,592027780;1;35;31,30;-76,970888900;-76;58;15,20;80;0;3;Occidente
26543;GSM;NAR.La Cruz_3;Predio La Estancia - Vereda La Cuchilla;1,592027780;1;35;31,30;-76,970888900;-76;58;15,20;80;300;4;Occidente
26544;GSM;NAR.La Cruz_A;Predio La Estancia - Vereda La Cuchilla;1,592027780;1;35;31,30;-76,970888900;-76;58;15,20;80;0;9;Occidente
26546;GSM;NAR.La Cruz_C;Predio La Estancia - Vereda La Cuchilla;1,592027780;1;35;31,30;-76,970888900;-76;58;15,20;80;300;4;Occidente
26551;GSM;NAR.Buesaco_1;Vereda Veracruz, Finca sección Veracruz;1,355861111;1;21;21,10;-77,161805560;-77;9;42,50;70;30;6;Occidente
26552;GSM;NAR.Buesaco_2;Vereda Veracruz, Finca sección Veracruz;1,355861111;1;21;21,10;-77,161805560;-77;9;42,50;70;250;5;Occidente
26553;GSM;NAR.Buesaco_3;Vereda Veracruz, Finca sección Veracruz;1,355861111;1;21;21,10;-77,161805560;-77;9;42,50;80;0;6;Occidente
26561;GSM;CAU.Balboa_1;Carrera 2 # 4-78 Bello Horizonte;2,039555556;2;2;22,40;-77,215666670;-77;12;56,40;60;90;5;Occidente
26562;GSM;CAU.Balboa_2;Carrera 2 # 4-78 Bello Horizonte;2,039555556;2;2;22,40;-77,215666670;-77;12;56,40;60;180;7;Occidente
26563;GSM;CAU.Balboa_3;Carrera 2 # 4-78 Bello Horizonte;2,039555556;2;2;22,40;-77,215666670;-77;12;56,40;60;310;3;Occidente
26564;GSM;CAU.Balboa_4;Carrera 2 # 4-78 Bello Horizonte;2,039555556;2;2;22,40;-77,215666670;-77;12;56,40;60;130;5;Occidente
26571;GSM;VAL.Guacari_1;Carrera 8 No. 6-21;3,765555560;3;45;56,00;-76,333777800;-76;20;1,60;50;40;4;Occidente
26572;GSM;VAL.Guacari_2;Carrera 8 No. 6-21;3,765555560;3;45;56,00;-76,333777800;-76;20;1,60;50;110;5;Occidente
26573;GSM;VAL.Guacari_3;Carrera 8 No. 6-21;3,765555560;3;45;56,00;-76,333777800;-76;20;1,60;50;270;4;Occidente
26574;GSM;VAL.Guacari_A;Carrera 8 No. 6-21;3,765555560;3;45;56,00;-76,333777800;-76;20;1,60;50;40;4;Occidente
26575;GSM;VAL.Guacari_B;Carrera 8 No. 6-21;3,765555560;3;45;56,00;-76,333777800;-76;20;1,60;50;110;4;Occidente
26576;GSM;VAL.Guacari_C;Carrera 8 No. 6-21;3,765555560;3;45;56,00;-76,333777800;-76;20;1,60;50;270;5;Occidente
26581;GSM;VAL.Cerrito_1;Calle 11A # 11-16;3,688833333;3;41;19,80;-76,312111110;-76;18;43,60;80;0;4;Occidente
26582;GSM;VAL.Cerrito_2;Calle 11A # 11-16;3,688833333;3;41;19,80;-76,312111110;-76;18;43,60;80;130;4;Occidente
26583;GSM;VAL.Cerrito_3;Calle 11A # 11-16;3,688833333;3;41;19,80;-76,312111110;-76;18;43,60;80;260;4;Occidente
26584;GSM;VAL.Cerrito_A;Calle 11A # 11-16;3,688833333;3;41;19,80;-76,312111110;-76;18;43,60;80;0;6;Occidente
26585;GSM;VAL.Cerrito_B;Calle 11A # 11-16;3,688833333;3;41;19,80;-76,312111110;-76;18;43,60;80;130;6;Occidente
26586;GSM;VAL.Cerrito_C;Calle 11A # 11-16;3,688833333;3;41;19,80;-76,312111110;-76;18;43,60;80;260;6;Occidente
26591;GSM;NAR.Cordoba_1;cementerio;0,851583333;0;51;5,70;-77,521416670;-77;31;17,10;76;40;6;Occidente
26592;GSM;NAR.Cordoba_2;cementerio;0,851583333;0;51;5,70;-77,521416670;-77;31;17,10;76;230;1;Occidente
26593;GSM;NAR.Cordoba_3;cementerio;0,851583333;0;51;5,70;-77,521416670;-77;31;17,10;76;330;4;Occidente
26601;GSM;NAR.Casabuey_1;Predio ubicado en la vía Pasto Aeropuerto;1,330000000;1;19;48,00;-77,283888890;-77;17;2,00;70;0;3;Occidente
26602;GSM;NAR.Casabuey_2;Predio ubicado en la vía Pasto Aeropuerto;1,330000000;1;19;48,00;-77,283888890;-77;17;2,00;70;150;2;Occidente
26603;GSM;NAR.Casabuey_3;Predio ubicado en la vía Pasto Aeropuerto;1,330000000;1;19;48,00;-77,283888890;-77;17;2,00;70;0;3;Occidente
26611;GSM;CAU.Inza_1;Cerro El Mojón. Vereda Santa Rosa;2,584000000;2;35;2,40;-75,999555560;-75;59;58,40;78;30;2;Occidente
26612;GSM;CAU.Inza_2;Cerro El Mojón. Vereda Santa Rosa;2,584000000;2;35;2,40;-75,999555560;-75;59;58,40;80;110;5;Occidente
26613;GSM;CAU.Inza_3;Cerro El Mojón. Vereda Santa Rosa;2,584000000;2;35;2,40;-75,999555560;-75;59;58,40;78;240;2;Occidente
26621;GSM;VAL.Restrepo_1;Finca El Tesoro. Vereda La Palma;3,798000000;3;47;52,80;-76,511472220;-76;30;41,30;80;350;3;Occidente
